Word,Female,Male
defacto,1,15
western,37,180
balanc,133,983
wprs,0,6
experienceearn,1,6
rank,97,430
shakeout,0,9
affair,7,16
subgroup,76,78
studentlevel,3,22
coagglomer,3,10
cca,0,17
twiceplay,0,6
network,327,1137
prioriti,8,130
broken,10,13
kink,9,78
highachiev,16,28
ford,1,17
rajan,1,11
effort,215,1039
substitut,221,1241
deadweight,14,97
evict,4,9
prc,0,9
locationspecif,6,13
higherincom,12,31
unabl,33,139
wd,0,8
centrist,0,9
widerang,2,9
diseasespecif,0,10
not,2385,10512
ego,6,8
endors,22,24
disadvantag,123,356
privat,653,2837
neighbourhood,0,8
ethiopian,0,7
tfp,47,396
corpor,432,1798
millenni,0,6
debt,551,2712
postliber,4,9
interview,48,181
workrel,3,25
er,12,9
primit,8,35
vital,40,50
david,1,11
entrant,41,126
threefold,4,9
endofmonth,0,6
bmprs,0,10
consent,8,14
psychologist,7,30
einav,0,7
highleverag,1,13
paint,4,23
reauthor,0,8
lean,5,36
coincid,37,186
axiomat,0,10
unweight,5,6
cofinanc,0,8
residenti,86,263
dice,1,12
stratifi,9,18
q,44,213
microdataset,4,8
constantqu,0,19
inde,83,387
msas,12,38
unexploit,2,12
reveng,0,6
homecountri,3,12
hill,0,7
earlier,162,596
employerhousehold,0,6
cv,0,6
noneld,10,32
microfin,13,62
outgrowth,0,6
imbal,29,215
dual,16,104
throw,1,6
toler,9,139
inattent,26,59
rcts,13,26
ramadan,14,16
hyv,0,8
sponsor,25,87
park,34,57
volunt,32,37
nonrespons,7,33
gmm,9,40
crossnat,8,17
populist,0,19
evolutionari,8,19
usbas,5,12
schizophrenia,3,17
downward,43,174
consumptionsmooth,0,8
advent,5,22
minim,59,289
silver,0,50
chines,124,500
ppi,1,50
nelsonsiegel,0,17
hour,342,942
cudd,0,6
cape,1,10
styliz,72,324
performancebas,2,20
refram,0,7
noarbitrag,1,55
riskier,15,78
hcc,0,13
understudi,16,14
downwind,9,6
impuls,9,111
renter,9,38
shortliv,11,28
eurobond,0,7
patrol,0,29
postenrol,0,8
productlevel,11,23
ruleofthumb,2,15
purposedesign,0,9
danish,21,47
remedi,58,174
morocco,4,7
scienc,111,424
meanvari,3,55
agespecif,2,44
lessliquid,0,6
lynn,0,8
went,13,73
calor,19,18
spirit,6,58
thereaft,5,55
nonfundament,4,41
conduit,2,22
reconcili,4,15
deutschemark,0,7
singlemoth,1,7
regimeswitch,2,41
highinterest,0,6
unexplor,9,24
autocrat,12,18
group,915,2804
sba,0,13
redund,5,13
deficit,90,468
infinit,12,94
releas,53,165
last,189,1000
lessskil,25,37
pathdepend,0,13
determinaci,2,16
mixedgend,0,13
nonexpans,3,13
ldcs,1,30
belgian,9,28
accumul,140,886
extens,229,821
bbws,0,30
spurious,11,54
nonelit,15,7
infant,253,324
forth,2,40
congruent,1,8
boomer,24,22
treat,124,568
tort,8,35
sever,520,2345
neal,0,6
convers,11,170
won,11,29
ingredi,10,79
louisiana,1,10
economist,72,375
hrm,0,7
absorpt,2,54
nontravel,0,7
uschina,0,10
uncoordin,2,13
friday,0,14
parol,0,10
rose,72,264
asynchron,1,13
fewer,133,358
costminim,2,16
optimum,5,66
misbehavior,4,27
chip,17,9
commod,35,560
howev,920,3377
oblivi,0,13
chiropractor,0,6
compani,249,1005
glamour,0,10
indiffer,6,52
insight,80,490
bulletin,2,7
putnam,0,6
conjunct,35,51
poland,0,35
oppos,50,217
transmiss,119,491
vast,44,220
latest,5,30
guidelin,21,59
pecuniari,25,57
latter,75,434
whether,868,2893
callback,3,53
outlook,6,24
middl,66,353
ysub,0,13
mount,11,15
microdata,51,161
contamin,27,34
assassin,0,10
game,89,428
leftsid,0,6
autocraci,2,20
im,5,20
equilibrium,345,2945
loss,287,1631
contributor,22,79
issuanc,56,158
unqualifi,0,6
hawley,0,9
dip,2,18
flyer,0,15
sdid,0,12
majorityown,0,9
risktoler,0,13
testabl,9,125
nonlotteri,0,17
quota,61,103
plane,2,6
unmatch,0,6
curvatur,4,33
hypothes,118,421
veget,8,21
terror,4,100
nexus,3,19
relax,33,185
influenc,453,1698
degener,0,6
decertif,0,12
fisheri,0,16
consumptionoutput,0,6
mani,603,2554
branch,43,120
dwell,0,14
citylevel,20,26
repli,1,9
patientdonor,0,12
stroke,29,18
counterfactu,95,424
srirl,0,10
mixedrac,5,13
undercut,0,14
chrysler,0,7
skillspecif,1,6
imf,14,76
podiatrist,0,6
undu,2,10
redoubl,0,7
creation,45,377
broadbas,6,19
welfaremaxim,1,13
sexism,0,14
onthejob,4,65
persuad,2,12
noncoethn,0,6
mention,16,34
surround,50,144
disson,0,10
analog,16,128
there,967,4483
countermeasur,0,8
firm,3101,12577
benjamin,3,6
hing,6,43
postdoctor,16,6
constraint,295,1369
travel,58,118
mirror,15,46
moni,3,12
twenti,34,147
loglinear,3,31
near,212,899
ltvs,0,8
onehour,0,7
weaken,28,152
discount,125,996
feldsteinhorioka,0,10
higherpay,3,8
overidentif,1,6
underpow,0,12
abus,51,113
nic,0,28
ac,4,33
countercycl,37,252
someon,4,39
transmit,24,137
default,345,1044
cge,1,16
trough,5,24
studi,1772,6929
workload,4,18
massiv,21,107
grangercaus,11,16
modal,6,21
chamber,3,10
costreduc,0,7
longhorizon,3,44
pretax,1,67
importcompet,1,12
uirp,0,8
wrote,0,9
promot,210,619
thoma,0,15
chancellor,0,7
foot,0,7
financiallyconstrain,0,7
outset,5,6
radiat,13,11
offfarm,2,10
hereaft,2,16
proxi,99,497
downturn,51,176
horizon,50,452
psycholog,70,180
sunspot,8,27
swath,0,7
panic,12,124
leaver,1,6
shadowfinanc,0,6
supplement,65,230
pipelin,20,41
mep,6,23
closedend,2,34
partisanship,0,23
friedman,12,64
grew,39,137
sixmonth,0,11
f,5,47
collag,1,6
pois,2,6
laborsav,1,12
rightward,1,8
nlsi,25,97
coca,0,7
overstat,1,13
nonus,5,17
subdistrict,5,10
librari,6,38
columbia,12,16
demograph,165,688
gse,0,15
quit,147,650
canal,2,10
amniocentesi,0,10
marri,133,248
nal,0,16
valuat,106,569
supernatur,0,11
horrac,0,6
road,38,63
detroit,0,8
energysav,0,6
diffus,85,407
blinderoaxaca,1,8
phenomenon,44,335
manifest,17,83
ineffici,129,647
demandsid,10,56
ez,1,9
stepbystep,0,14
oat,2,6
welfarebas,2,8
swedish,14,113
binomi,7,18
august,8,38
suspens,10,29
desper,0,6
firstord,5,102
dyad,0,14
onesizefitsal,0,6
ofth,0,10
vam,0,24
coupon,1,50
pure,40,238
bilater,88,350
notabl,52,178
reinforc,26,141
lethal,1,8
boycott,0,21
doubl,79,307
explanatori,16,212
seventeen,3,12
samerac,5,6
fourfold,1,11
heterogeneousfirm,1,27
permiss,4,25
incid,157,488
gvcs,4,16
plan,692,2087
inhibitor,1,9
lineag,0,23
medicaid,355,565
ebt,0,30
switchov,0,6
deceas,7,20
acr,0,9
chronolog,2,20
schumpet,4,6
cyclic,74,464
nervosa,0,12
younger,99,316
bankingsector,0,7
wrongfuldischarg,0,12
overspend,9,7
shortrun,89,382
compulsori,44,80
lowpoverti,0,13
nbpts,0,15
triangular,0,6
noncrimin,0,11
nondiscriminatori,3,12
medicin,15,81
market,3036,13565
troubl,10,57
telegraph,0,9
erod,9,53
envi,0,19
withincountri,11,53
highpow,4,38
gei,0,36
lewi,0,7
inelast,10,75
cent,25,238
surcharg,10,22
worldview,2,7
optin,8,10
modul,11,42
inappropri,14,34
lbo,0,8
froot,1,6
applic,336,1383
attorney,7,14
defens,19,132
sci,0,16
firmbank,2,9
geoengin,0,36
foregon,7,42
postgradu,3,6
signatur,0,6
waitandse,0,6
punit,10,14
volcker,0,28
interraci,4,11
leg,0,14
cutthroat,1,10
hazard,98,424
mafia,0,19
raceneutr,0,10
nich,5,15
fortran,1,10
written,33,51
immigrantn,1,7
urban,209,655
gorton,0,7
vote,270,747
demand,750,3554
builder,0,6
reliant,9,17
rc,0,21
sure,1,25
unobserv,141,707
patent,511,1594
width,0,10
outoftown,0,8
inputoutput,11,124
weekend,4,30
banqu,0,6
carnegi,1,10
coop,0,7
gestat,40,27
productmarket,1,15
length,62,263
marketaccess,0,8
mariel,0,12
minut,18,41
lifecycl,95,416
withinst,4,18
monoxid,11,11
y,2,34
overst,20,130
secess,0,6
robust,236,1375
government,8,29
africa,77,286
patentinduc,0,6
his,52,366
accuraci,13,158
yearend,0,11
labinthefield,2,12
undercoverag,0,6
presum,34,101
fetus,11,11
outlin,32,118
superstit,0,9
inelig,10,34
establishmentlevel,11,54
nls,5,7
caution,17,37
reanalyz,3,19
ot,0,7
differenceindiffer,85,189
leader,106,223
poe,0,6
imss,2,6
overeduc,0,14
larceni,1,16
board,107,299
sad,0,6
cliqu,0,10
psychosoci,2,16
selffinanc,1,34
quadrat,4,68
publicus,6,17
iam,0,8
abandon,12,102
longliv,1,24
unconnect,2,14
hedi,0,6
junctur,2,11
malaria,11,82
longermatur,0,12
safetyrel,0,6
cabinet,0,6
auto,28,91
rcep,0,10
publictopriv,0,9
pcmh,0,12
evas,25,131
nonagricultur,12,14
capitalaccount,0,11
dishonesti,1,10
mf,0,6
optimist,24,108
tagamet,0,6
backdrop,3,9
subordin,2,38
greec,1,24
dst,0,8
measurementerror,0,6
postworld,3,24
prerog,0,6
fit,82,409
remit,2,31
negoti,43,359
manageri,71,332
mobilelink,0,6
workingag,8,43
lscs,0,6
landlord,9,13
distinct,93,573
borrow,290,1603
femaleown,0,6
honor,1,20
exhibit,139,705
codetermin,0,8
preliminari,18,112
allpay,1,6
uruguay,3,28
everyth,4,7
coup,0,40
valuebas,10,16
rear,36,8
fragmentari,0,9
fundament,124,1076
showcas,2,14
median,71,328
twentieth,53,94
guarantor,0,6
workhors,10,35
teenag,53,159
entranc,9,53
ofk,0,6
hedon,31,158
rotemberg,0,7
caballero,0,10
cohortspecif,0,8
luminos,0,7
zero,115,651
threeyear,7,21
related,2,7
nonmonetari,10,39
twice,64,189
snuff,0,26
handl,13,51
io,4,8
reward,108,362
welldefin,8,18
shoe,0,8
nyse,1,54
pitcher,0,13
newer,8,44
nordic,0,8
extramur,2,14
flexibl,119,751
longerd,0,6
healthcar,58,188
fouryear,13,115
overreact,7,52
compet,87,508
casualti,1,19
colonel,2,12
creat,245,1171
escal,9,26
entropi,0,15
labormarket,5,53
arguabl,24,61
crosscounti,3,10
academia,14,18
when,1430,7185
n,10,126
lax,1,29
pbf,0,12
costbenefit,10,56
inextric,0,6
olymp,4,9
islam,0,37
sp,33,125
spill,18,48
sentenc,19,62
jobtojob,4,18
electron,24,96
electr,117,407
wia,0,9
truli,2,25
appear,459,1993
surpass,4,20
lead,795,2936
calendar,4,42
rollout,12,60
trademark,8,58
atyp,0,6
unsuccess,6,35
experienc,239,708
rct,13,15
binari,20,50
industri,831,4206
irf,40,24
sectori,2,7
emot,32,59
log,27,148
usd,7,48
lau,0,9
aghion,2,12
pain,10,67
logist,2,46
highsav,0,7
night,4,22
elect,192,689
mutualfund,0,7
romanian,0,11
internation,1,33
relatedparti,0,17
endus,2,13
safeguard,4,10
unwil,2,18
profici,26,49
glt,0,7
sls,4,21
dc,50,161
so,352,1770
bing,21,20
coursework,6,26
nineteen,1,6
mild,10,87
prosecut,20,13
metastudi,0,6
german,61,252
envis,1,9
longrun,195,1035
pin,0,26
jv,0,6
unforecast,0,7
lung,3,9
found,241,1088
foremost,2,7
style,31,167
drawn,44,203
cord,0,6
nonhispan,5,25
contend,10,42
irrig,15,11
daughterinlaw,0,9
wall,13,34
barcod,1,16
postbuyout,0,6
undirect,0,7
bear,39,208
copay,14,77
firmproduct,4,14
appoint,35,52
tale,1,13
opioid,45,102
dweller,2,13
inbetween,0,9
hayek,0,12
prey,0,18
syllabus,0,7
cph,0,6
healthi,43,122
continuum,9,54
falsifi,2,9
revert,11,36
widelyus,19,27
label,15,132
rogerson,0,6
diego,3,10
ecig,0,24
closur,11,93
deploy,38,69
violent,36,135
non,14,111
earli,520,1583
hansen,0,26
vcs,11,62
obstacl,13,69
inerti,1,14
former,56,231
screen,66,155
crew,0,8
brows,0,6
misinform,3,32
shown,102,573
cadena,0,6
thriver,0,11
often,274,1352
repeat,44,227
sphere,4,8
hurrican,14,17
katz,7,15
almost,156,736
rand,15,16
easier,13,98
woman,34,51
inhabit,0,21
ppis,0,7
hyperinfl,1,15
metro,5,27
peruvian,1,10
nonhealth,6,7
francisco,17,18
buse,0,20
golden,3,17
embark,2,10
betweenfirm,5,21
warrant,9,57
walmex,4,15
no,938,3420
foster,52,121
well,735,3014
relat,1692,8196
commentari,5,7
china,310,1244
unfortun,6,39
miller,3,16
refineri,6,11
histadrut,0,6
mfp,0,12
john,0,15
